src_seed,target_repo
https://github.com/google-deepmind/alphafold3,https://github.com/Textualize/rich
https://github.com/google-deepmind/alphafold3,https://github.com/jax-ml/ml_dtypes
https://github.com/google-deepmind/alphafold3,https://github.com/numpy/numpy
https://github.com/google-deepmind/alphafold3,https://github.com/python/importlib_resources
https://github.com/google-deepmind/alphafold3,https://github.com/deepmind/dm-haiku
https://github.com/google-deepmind/alphafold3,https://github.com/executablebooks/mdurl
https://github.com/google-deepmind/alphafold3,https://github.com/lanpa/tensorboardX
https://github.com/google-deepmind/alphafold3,https://github.com/google/etils
https://github.com/google-deepmind/alphafold3,https://github.com/yaml/pyyaml
https://github.com/google-deepmind/alphafold3,https://github.com/google/orbax
https://github.com/google-deepmind/alphafold3,https://github.com/google-deepmind/optax
https://github.com/google-deepmind/alphafold3,https://github.com/pygments/pygments
https://github.com/google-deepmind/alphafold3,https://github.com/scipy/scipy
https://github.com/google-deepmind/alphafold3,https://github.com/fsspec/filesystem_spec
https://github.com/google-deepmind/alphafold3,https://github.com/pytest-dev/pytest
https://github.com/NatLabRockies/EvoProtGrad,https://github.com/huggingface/transformers
https://github.com/NatLabRockies/EvoProtGrad,https://github.com/pandas-dev/pandas
https://github.com/sokrypton/ColabDesign,https://github.com/corenting/immutabledict
https://github.com/sokrypton/ColabDesign,https://github.com/numpy/numpy
https://github.com/sokrypton/ColabDesign,https://github.com/biopython/biopython
https://github.com/sokrypton/ColabDesign,https://github.com/deepmind/dm-haiku
https://github.com/sokrypton/ColabDesign,https://github.com/google-deepmind/optax
https://github.com/sokrypton/ColabDesign,https://github.com/joblib/joblib
https://github.com/sokrypton/ColabDesign,https://github.com/google/ml_collections
https://github.com/sokrypton/ColabDesign,https://github.com/matplotlib/matplotlib
https://github.com/sokrypton/ColabDesign,https://github.com/deepmind/tree
https://github.com/sokrypton/ColabDesign,https://github.com/pandas-dev/pandas
https://github.com/sokrypton/ColabDesign,https://github.com/abseil/abseil-py
https://github.com/sokrypton/ColabDesign,https://github.com/google-deepmind/chex
https://github.com/sokrypton/ColabDesign,https://github.com/scipy/scipy
https://github.com/sokrypton/ColabDesign,https://github.com/jax-ml/jax
https://github.com/generatebio/chroma,https://github.com/scipy/scipy
https://github.com/generatebio/chroma,https://github.com/pytest-dev/pytest
https://github.com/generatebio/chroma,https://github.com/huggingface/transformers
https://github.com/generatebio/chroma,https://github.com/numpy/numpy
https://github.com/generatebio/chroma,https://github.com/python-pillow/Pillow
https://github.com/generatebio/chroma,https://github.com/psf/requests
https://github.com/generatebio/chroma,https://github.com/arose/nglview
https://github.com/generatebio/chroma,https://github.com/scikit-learn/scikit-learn
https://github.com/generatebio/chroma,https://github.com/pytorch/pytorch
https://github.com/generatebio/chroma,https://github.com/tqdm/tqdm
https://github.com/generatebio/chroma,https://github.com/pandas-dev/pandas
https://github.com/dauparas/LigandMPNN,https://github.com/sympy/sympy
https://github.com/dauparas/LigandMPNN,https://github.com/numpy/numpy
https://github.com/dauparas/LigandMPNN,https://github.com/python/typing_extensions
https://github.com/dauparas/LigandMPNN,https://github.com/tox-dev/py-filelock
https://github.com/dauparas/LigandMPNN,https://github.com/pytorch/pytorch
https://github.com/dauparas/LigandMPNN,https://github.com/biopython/biopython
https://github.com/dauparas/LigandMPNN,https://github.com/mpmath/mpmath
https://github.com/dauparas/LigandMPNN,https://github.com/google/ml_collections
https://github.com/dauparas/LigandMPNN,https://github.com/fsspec/filesystem_spec
https://github.com/dauparas/LigandMPNN,https://github.com/prody/ProDy
https://github.com/dauparas/LigandMPNN,https://github.com/pallets/markupsafe
https://github.com/dauparas/LigandMPNN,https://github.com/pyparsing/pyparsing
https://github.com/dauparas/LigandMPNN,https://github.com/scipy/scipy
https://github.com/dauparas/LigandMPNN,https://github.com/deepmind/tree
https://github.com/dauparas/LigandMPNN,https://github.com/networkx/networkx
https://github.com/dauparas/LigandMPNN,https://github.com/pallets/jinja
https://github.com/dauparas/LigandMPNN,https://github.com/triton-lang/triton
https://github.com/biopython/biopython,https://github.com/sphinx-doc/sphinx
https://github.com/biopython/biopython,https://github.com/readthedocs/sphinx_rtd_theme
https://github.com/biopython/biopython,https://github.com/pygments/pygments
https://github.com/biopython/biopython,https://github.com/numpy/numpydoc
https://github.com/biopython/biopython,https://github.com/numpy/numpy
https://github.com/biopython/biopython,https://github.com/rcsb/mmtf-python.git
https://github.com/biopython/biopython,https://github.com/scipy/scipy
https://github.com/biopython/biopython,https://github.com/RDFLib/rdflib
https://github.com/sokrypton/ColabFold,https://github.com/pallets/werkzeug
https://github.com/sokrypton/ColabFold,https://github.com/benjaminp/six
https://github.com/sokrypton/ColabFold,https://github.com/deepmind/tree
https://github.com/sokrypton/ColabFold,https://github.com/yaml/pyyaml
https://github.com/sokrypton/ColabFold,https://github.com/executablebooks/markdown-it-py
https://github.com/sokrypton/ColabFold,https://github.com/matplotlib/matplotlib
https://github.com/sokrypton/ColabFold,https://github.com/simonpercivall/astunparse
https://github.com/sokrypton/ColabFold,https://github.com/python/mypy_extensions
https://github.com/sokrypton/ColabFold,https://github.com/dateutil/dateutil
https://github.com/sokrypton/ColabFold,https://github.com/jaraco/zipp
https://github.com/sokrypton/ColabFold,https://github.com/openmm/pdbfixer
https://github.com/sokrypton/ColabFold,https://github.com/abseil/abseil-py
https://github.com/sokrypton/ColabFold,https://github.com/pyparsing/pyparsing
https://github.com/sokrypton/ColabFold,https://github.com/certifi/python-certifi
https://github.com/sokrypton/ColabFold,https://github.com/deepmind/dm-haiku
https://github.com/sokrypton/ColabFold,https://github.com/jackrosenthal/legacy-cgi
https://github.com/sokrypton/ColabFold,https://github.com/ijl/orjson
https://github.com/sokrypton/ColabFold,https://github.com/deepmind/jmp
https://github.com/sokrypton/ColabFold,https://github.com/metaopt/optree
https://github.com/sokrypton/ColabFold,https://github.com/urllib3/urllib3
https://github.com/sokrypton/ColabFold,https://github.com/tqdm/tqdm
https://github.com/sokrypton/ColabFold,https://github.com/pandas-dev/pandas
https://github.com/sokrypton/ColabFold,https://github.com/astanin/python-tabulate
https://github.com/sokrypton/ColabFold,https://github.com/google-deepmind/chex
https://github.com/sokrypton/ColabFold,https://github.com/pypa/wheel
https://github.com/sokrypton/ColabFold,https://github.com/python-pillow/Pillow
https://github.com/sokrypton/ColabFold,https://github.com/psf/black
https://github.com/sokrypton/ColabFold,https://github.com/grpc/grpc
https://github.com/sokrypton/ColabFold,https://github.com/Textualize/rich
https://github.com/sokrypton/ColabFold,https://github.com/numpy/numpy
https://github.com/sokrypton/ColabFold,https://github.com/steineggerlab/alphafold
https://github.com/sokrypton/ColabFold,https://github.com/jax-ml/jax
https://github.com/sokrypton/ColabFold,https://github.com/pypa/setuptools
https://github.com/sokrypton/ColabFold,https://github.com/google/ml_collections
https://github.com/sokrypton/ColabFold,https://github.com/pytest-dev/pytest
https://github.com/sokrypton/ColabFold,https://github.com/biopython/biopython
https://github.com/sokrypton/ColabFold,https://github.com/sokrypton/alphafold
https://github.com/sokrypton/ColabFold,https://github.com/pytest-dev/iniconfig
https://github.com/sokrypton/ColabFold,https://github.com/corenting/immutabledict
https://github.com/sokrypton/ColabFold,https://github.com/GrahamDumpleton/wrapt
https://github.com/sokrypton/ColabFold,https://github.com/python/importlib_metadata
https://github.com/sokrypton/ColabFold,https://github.com/tox-dev/platformdirs
https://github.com/sokrypton/ColabFold,https://github.com/uiri/toml
https://github.com/sokrypton/ColabFold,https://github.com/google/pasta
https://github.com/sokrypton/ColabFold,https://github.com/kjd/idna
https://github.com/sokrypton/ColabFold,https://github.com/google/flatbuffers
https://github.com/sokrypton/ColabFold,https://github.com/pypa/packaging
https://github.com/sokrypton/ColabFold,https://github.com/psf/requests
https://github.com/sokrypton/ColabFold,https://github.com/termcolor/termcolor
https://github.com/sokrypton/ColabFold,https://github.com/matplotlib/cycler
https://github.com/sokrypton/ColabFold,https://github.com/pallets/click
https://github.com/sokrypton/ColabFold,https://github.com/python/tzdata
https://github.com/sokrypton/ColabFold,https://github.com/tensorflow/tensorboard
https://github.com/sokrypton/ColabFold,https://github.com/executablebooks/mdurl
https://github.com/sokrypton/ColabFold,https://github.com/untitaker/python-atomicwrites
https://github.com/sokrypton/ColabFold,https://github.com/python/typing_extensions
https://github.com/sokrypton/ColabFold,https://github.com/serge-sans-paille/gast
https://github.com/sokrypton/ColabFold,https://github.com/h5py/h5py
https://github.com/sokrypton/ColabFold,https://github.com/pygments/pygments
https://github.com/sokrypton/ColabFold,https://github.com/pallets/markupsafe
https://github.com/sokrypton/ColabFold,https://github.com/tartley/colorama
https://github.com/sokrypton/ColabFold,https://github.com/keras-team/keras
https://github.com/sokrypton/ColabFold,https://github.com/nucleic/kiwi
https://github.com/sokrypton/ColabFold,https://github.com/pytoolz/toolz
https://github.com/sokrypton/ColabFold,https://github.com/sponsors/hynek
https://github.com/sokrypton/ColabFold,https://github.com/Python-Markdown/markdown
https://github.com/sokrypton/ColabFold,https://github.com/hukkin/tomli
https://github.com/sokrypton/ColabFold,https://github.com/contourpy/contourpy
https://github.com/sokrypton/ColabFold,https://github.com/fonttools/fonttools
https://github.com/sokrypton/ColabFold,https://github.com/scipy/scipy
https://github.com/sokrypton/ColabFold,https://github.com/tensorflow/tensorflow
https://github.com/sokrypton/ColabFold,https://github.com/jawah/charset_normalizer
https://github.com/sokrypton/ColabFold,https://github.com/sighingnow/libclang
https://github.com/sokrypton/ColabFold,https://github.com/cpburnz/python-pathspec
https://github.com/sokrypton/ColabFold,https://github.com/ActiveState/appdirs
https://github.com/sokrypton/ColabFold,https://github.com/jax-ml/ml_dtypes
https://github.com/oxpig/ImmuneBuilder,https://github.com/numpy/numpy
https://github.com/oxpig/ImmuneBuilder,https://github.com/pytorch/pytorch
https://github.com/oxpig/ImmuneBuilder,https://github.com/psf/requests
https://github.com/oxpig/ImmuneBuilder,https://github.com/arogozhnikov/einops
https://github.com/oxpig/ImmuneBuilder,https://github.com/scipy/scipy
https://github.com/google-deepmind/alphafold,https://github.com/google/ml_collections
https://github.com/google-deepmind/alphafold,https://github.com/pypa/setuptools
https://github.com/google-deepmind/alphafold,https://github.com/openmm/pdbfixer
https://github.com/google-deepmind/alphafold,https://github.com/pytest-dev/pytest
https://github.com/google-deepmind/alphafold,https://github.com/numpy/numpy
https://github.com/google-deepmind/alphafold,https://github.com/jax-ml/jax
https://github.com/google-deepmind/alphafold,https://github.com/matplotlib/matplotlib
https://github.com/google-deepmind/alphafold,https://github.com/tensorflow/tensorflow
https://github.com/google-deepmind/alphafold,https://github.com/docker/docker-py
https://github.com/google-deepmind/alphafold,https://github.com/biopython/biopython
https://github.com/google-deepmind/alphafold,https://github.com/deepmind/dm-haiku
https://github.com/google-deepmind/alphafold,https://github.com/abseil/abseil-py
https://github.com/HeliXonProtein/OmegaFold,https://github.com/pytorch/pytorch
https://github.com/HeliXonProtein/OmegaFold,https://github.com/biopython/biopython
https://github.com/RosettaCommons/RFdiffusion,https://github.com/pytorch/pytorch
https://github.com/westlake-repl/SaProt,https://github.com/jnwatson/py-lmdb
https://github.com/westlake-repl/SaProt,https://github.com/pytorch/vision
https://github.com/westlake-repl/SaProt,https://github.com/numpy/numpy
https://github.com/westlake-repl/SaProt,https://github.com/makinacorpus/easydict
https://github.com/westlake-repl/SaProt,https://github.com/pytorch/pytorch
https://github.com/westlake-repl/SaProt,https://github.com/biopython/biopython
https://github.com/westlake-repl/SaProt,https://github.com/facebookresearch/esm
https://github.com/westlake-repl/SaProt,https://github.com/Lightning-AI/torchmetrics
https://github.com/westlake-repl/SaProt,https://github.com/scipy/scipy
https://github.com/westlake-repl/SaProt,https://github.com/pandas-dev/pandas
https://github.com/westlake-repl/SaProt,https://github.com/Lightning-AI/lightning
https://github.com/westlake-repl/SaProt,https://github.com/wandb/wandb
https://github.com/westlake-repl/SaProt,https://github.com/huggingface/peft
https://github.com/westlake-repl/SaProt,https://github.com/pytorch/audio
https://github.com/westlake-repl/SaProt,https://github.com/huggingface/transformers
